Dataset,GPS,Seed,Xi,Round,AI_Value,Trad_Value
04A,1369205931,1300,1.0,43,-8.371094,-8.414062
04A,1369205931,1300,1.0,44,-8.371094,-8.328125
04A,1369205931,1300,1.0,45,-8.371094,-8.371094
04A,1369205931,1300,1.0,46,-8.414062,-8.371094
04A,1369205931,1300,1.0,47,-8.371094,-8.371094
04A,1369205931,1300,1.0,48,-8.371094,-8.371094
04A,1369205931,1300,1.0,49,-8.371094,-8.371094
04A,1369205931,1300,1.0,50,-8.371094,-8.371094
04A,1369205931,1300,1.0,51,-8.371094,-8.414062
04A,1369205931,1300,1.0,52,-8.371094,-8.414062
04A,1369205931,1300,1.0,53,-8.371094,-8.371094
04A,1369205931,1300,1.0,54,-8.371094,-8.328125
04A,1369205931,1300,1.0,55,-8.371094,-8.371094
04A,1369205931,1300,1.0,56,-8.414062,-8.328125
04A,1369205931,1300,1.0,57,-8.328125,-8.371094
04A,1369205931,1300,1.0,58,-8.414062,-8.371094
04A,1369205931,1300,1.0,59,-8.371094,-8.371094
04A,1369205931,1300,1.0,60,-8.414062,-8.371094
04A,1369205931,1300,1.0,61,-8.371094,-8.371094
04A,1369205931,1300,1.0,62,-8.371094,-8.414062
04A,1369205931,1300,1.0,63,-8.414062,-8.371094
04A,1369205931,1300,1.0,64,-8.371094,-8.414062
04A,1369205931,1300,1.0,65,-8.371094,-8.414062
04A,1369205931,1300,1.0,66,-8.371094,-8.328125
04A,1369205931,1300,1.0,67,-8.371094,-8.328125
04A,1369205931,1300,1.0,68,-8.328125,-8.414062
04A,1369205931,1300,1.0,69,-8.328125,-8.371094
04A,1369205931,1300,1.0,70,-8.414062,-8.328125
04A,1369205931,1300,1.0,71,-8.414062,-8.371094
04A,1369205931,1300,1.0,72,-8.328125,-8.371094
04A,1369205931,1300,1.0,73,-8.371094,-8.371094
04A,1369205931,1300,1.0,74,-8.414062,-8.414062
04A,1369205931,1300,1.0,75,-8.328125,-8.371094
04A,1369205931,1300,1.0,76,-8.371094,-8.371094
04A,1369205931,1300,1.0,77,-8.371094,-8.371094
04A,1369205931,1300,1.0,78,-8.328125,-8.371094
04A,1369205931,1300,1.0,79,-8.371094,-8.414062
04A,1369205931,1300,1.0,80,-8.414062,-8.328125
04A,1369205931,1300,1.0,81,-8.371094,-8.328125
04A,1369205931,1300,1.0,82,-8.371094,-8.371094
04A,1369205931,1300,1.0,83,-8.371094,-8.371094
04A,1369205931,1300,1.0,84,-8.371094,-8.414062
04A,1369205931,1300,1.0,85,-8.371094,-8.328125
04A,1369205931,1300,1.0,86,-8.371094,-8.414062
04A,1369205931,1300,1.0,87,-8.414062,-8.328125
04A,1369205931,1300,1.0,88,-8.328125,-8.414062
04A,1369205931,1300,1.0,89,-8.371094,-8.328125
04A,1369205931,1300,1.0,90,-8.414062,-8.371094
04A,1369205931,1300,1.0,91,-8.371094,-8.371094
04A,1369205931,1300,1.0,92,-8.371094,-8.371094
04A,1369205931,1300,1.0,93,-8.371094,-8.371094
04A,1369205931,1300,1.0,94,-8.371094,-8.371094
04A,1369205931,1300,1.0,95,-8.371094,-8.371094
04A,1369205931,1300,1.0,96,-8.414062,-8.414062
04A,1369205931,1300,1.0,97,-8.414062,-8.371094
04A,1369205931,1300,1.0,98,-8.371094,-8.414062
04A,1369205931,1300,1.0,99,-8.414062,-8.371094
04A,1369205931,1300,1.0,100,-8.328125,-8.414062
